Date,Natural1,Natural2,Natural3,djia,nasdaq,snp
2016-11-01,,,,,,
2016-11-02,-1.28,-1.28,-1.63,-77.46,0.24,-13.78
2016-11-03,-1.63,2.48,2.48,-28.97,0.4,-9.28
2016-11-04,0.7,0.7,0.7,-42.39,0.52,-3.48
2016-11-07,8.2,8.2,8.2,371.32,0.78,46.34
2016-11-08,-7.57,-7.57,-7.57,73.14,-0.08,8.04
2016-11-09,1.06,1.06,-3.33,256.95,1.55,23.7
2016-11-10,1.87,2.75,2.75,218.19,0.17,4.22
2016-11-11,1.98,1.98,1.98,39.78,-0.66,-3.03
2016-11-14,-0.59,-0.59,-0.59,21.03,-1.71,-0.25
2016-11-15,1.43,1.43,1.43,54.37,-0.25,16.19
2016-11-16,-4.4,-4.4,-3.66,-54.92,0.23,-3.45
2016-11-17,3.78,2.3,2.3,35.68,0.15,10.18
2016-11-18,0.2,0.2,0.2,-35.89,0.99,-5.22
2016-11-21,0.37,0.37,-0.12,88.76,0.12,16.28
2016-11-22,-0.12,-1.81,0.72,67.18,-0.39,4.76
2016-11-23,6.12,3.71,3.71,59.31,-0.24,1.78
2016-11-25,-10.45,-10.45,-10.45,68.96,0.35,8.63
2016-11-28,2.45,2.45,2.45,-54.24,-1.11,-11.63
2016-11-29,0.49,0.49,0.49,23.7,0.39,2.94
2016-11-30,-3.04,-3.04,0.27,1.98,-0.88,-5.85
2016-12-01,-3.67,7.37,7.37,68.35,-0.54,-7.73
2016-12-02,0.49,0.49,0.49,-21.51,0.33,0.87
2016-12-05,-1.83,-1.83,-1.83,45.82,0.98,12.76
2016-12-06,1.0,1.0,1.0,35.54,1.66,7.52
2016-12-07,-3.72,-3.72,2.77,297.84,1.09,29.12
2016-12-08,-0.77,0.93,0.93,65.19,0.16,4.84
2016-12-09,7.5,7.5,7.5,142.04,0.85,13.34
2016-12-12,-11.93,-11.93,-11.93,39.58,0.17,-2.57
2016-12-13,1.8,1.8,1.8,114.78,0.47,14.76
2016-12-14,-5.24,-5.24,1.77,-118.68,-1.0,-18.44
2016-12-15,4.46,5.16,5.16,59.71,0.35,8.75
2016-12-16,3.94,3.94,3.94,-8.83,-0.55,-3.96
2016-12-19,-8.8,-8.8,-8.8,39.65,-0.36,4.46
2016-12-20,0.35,0.35,0.35,91.56,0.31,8.23
2016-12-21,-0.15,-0.15,0.08,-32.66,-0.52,-5.58
2016-12-22,1.2,2.36,2.36,-23.08,-0.28,-4.22
2016-12-23,2.63,2.63,2.63,14.93,-0.04,2.83
2016-12-27,-9.33,-9.33,-9.33,11.23,0.36,5.09
2016-12-28,-6.94,-6.94,11.6,-111.36,-0.19,-18.96
2016-12-29,-1.18,-4.76,-4.76,-13.9,-0.33,-0.66
2016-12-30,4.32,4.32,4.32,-57.18,0.11,-10.43
2017-01-03,-5.79,-5.79,-5.79,119.16,-0.44,19.0
2017-01-04,-0.18,-0.18,-1.84,60.4,1.04,12.92
2017-01-05,1.98,8.8,8.8,-42.87,-0.08,-1.75
2017-01-06,-1.21,-1.21,-1.21,64.51,0.82,7.98
2017-01-09,-6.88,-6.88,-6.88,-76.42,-0.69,-8.08
2017-01-10,-0.07,-0.07,-0.07,-31.85,-0.57,0.0
2017-01-11,0.51,0.51,4.35,98.75,0.52,6.42
2017-01-12,-1.47,7.54,7.54,-63.28,-0.32,-4.88
2017-01-13,-8.74,-8.74,-8.74,-5.27,0.31,4.2
2017-01-17,-7.85,-7.85,-7.85,-58.96,-0.72,-6.75
2017-01-18,2.92,2.92,-2.81,-22.05,0.26,4.0
2017-01-19,1.9,7.86,7.86,-72.32,-0.19,-8.2
2017-01-20,6.52,6.52,6.52,94.85,0.3,7.62
2017-01-23,-13.17,-13.17,-13.17,-27.4,-0.04,-6.11
2017-01-24,6.52,6.52,6.52,112.86,0.63,14.87
2017-01-25,2.38,2.38,-5.9,155.8,0.39,18.3
2017-01-26,-1.86,-1.02,-1.02,32.4,0.49,-1.69
2017-01-27,4.97,4.97,4.97,-7.13,-0.47,-1.99
2017-01-30,-6.96,-6.96,-6.96,-122.65,-0.18,-13.79
2017-01-31,4.96,4.96,4.96,-107.04,2.36,-2.03
2017-02-01,-0.72,-0.72,3.62,26.85,0.21,0.68
2017-02-02,-5.18,9.51,9.51,-6.03,-0.08,1.3
2017-02-03,-1.55,-1.55,-1.55,186.55,-0.33,16.57
2017-02-06,-7.15,-7.15,-7.15,-19.04,-0.6,-4.86
2017-02-07,-0.45,-0.45,-0.45,37.87,-0.38,0.52
2017-02-08,0.06,0.06,-1.89,-35.95,-0.48,1.59
2017-02-09,0.12,8.57,8.57,118.06,0.22,13.2
2017-02-10,1.13,1.13,1.13,96.97,0.67,8.23
2017-02-13,-8.88,-8.88,-8.88,142.79,0.93,12.15
2017-02-14,-1.38,-1.38,-1.38,92.25,0.08,9.33
2017-02-15,2.37,2.37,2.27,107.45,0.47,11.67
2017-02-16,-3.11,6.88,6.88,7.91,0.09,-2.03
2017-02-17,-4.87,-4.87,-4.87,4.28,0.17,3.94
2017-02-21,-3.18,-3.18,-3.18,118.95,-0.14,14.22
2017-02-22,-5.6,-5.6,1.44,32.6,-0.13,-2.56
2017-02-23,-7.11,14.03,14.03,34.72,0.21,0.99
2017-02-24,-8.4,-8.4,-8.4,11.44,0.0,3.53
2017-02-27,0.26,0.26,0.26,15.68,-0.3,2.39
2017-02-28,-3.24,-3.24,-3.24,-25.2,-0.04,-6.09
2017-03-01,0.43,0.43,1.87,303.31,1.07,32.32
2017-03-02,-1.96,4.48,4.48,-112.58,-0.93,-14.04
2017-03-03,3.24,3.24,3.24,2.74,-0.16,1.2
2017-03-06,-9.43,-9.43,-9.43,-51.37,0.27,-7.81
2017-03-07,1.18,1.18,1.18,-29.58,-0.43,-6.92
2017-03-08,-3.15,-3.15,-0.47,-69.03,-0.2,-5.41
2017-03-09,2.55,9.99,9.99,2.46,0.35,1.89
2017-03-10,-1.37,-1.37,-1.37,44.79,-0.12,7.73
2017-03-13,-1.47,-1.47,-1.47,-21.5,-0.18,0.87
2017-03-14,-8.48,-8.48,-8.48,-44.11,-0.07,-8.02
2017-03-15,4.13,4.13,-2.4,112.73,0.11,19.81
2017-03-16,4.35,8.16,8.16,-15.55,0.34,-3.88
2017-03-17,-3.68,-3.68,-3.68,-19.93,-0.28,-3.13
2017-03-20,-1.39,-1.39,-1.39,-8.76,-0.11,-4.78
2017-03-21,-8.67,-8.67,-8.67,-237.85,-1.03,-29.45
2017-03-22,2.03,2.03,-0.09,-6.71,-0.04,4.43
2017-03-23,0.64,0.54,0.54,-4.72,0.03,-2.49
2017-03-24,3.66,3.66,3.66,-59.86,0.12,-1.98
2017-03-27,-3.16,-3.16,-3.16,-45.74,-0.84,-2.39
2017-03-28,7.52,7.52,7.52,150.52,0.13,16.98
2017-03-29,-3.06,-3.06,2.3,-42.18,-0.47,2.56
2017-03-30,1.66,-1.94,-1.94,69.17,0.72,6.93
2017-03-31,6.13,6.13,6.13,-65.27,0.06,-5.34
2017-04-03,-9.25,-9.25,-9.25,-13.01,-0.54,-3.88
2017-04-04,-3.5,-3.5,-3.5,39.03,-0.28,1.32
2017-04-05,-2.91,-2.91,0.88,-41.09,0.46,-7.21
2017-04-06,-0.57,12.33,12.33,14.8,0.04,4.54
2017-04-07,1.64,1.64,1.64,-6.85,0.09,-1.95
2017-04-10,-12.01,-12.01,-12.01,1.92,0.14,1.62
2017-04-11,-3.32,-3.32,4.25,-6.72,-0.36,-3.38
2017-04-12,-0.51,-1.15,-1.15,-59.44,-0.32,-8.85
2017-04-13,2.09,2.09,2.09,-138.61,-0.57,-15.98
2017-04-17,3.77,3.77,3.77,183.67,0.97,20.06
2017-04-18,-5.13,-5.13,-5.13,-113.64,0.02,-6.82
2017-04-19,1.79,1.79,-0.36,-118.79,0.07,-4.02
2017-04-20,-0.09,5.27,5.27,174.22,0.95,17.67
2017-04-21,-6.03,-6.03,-6.03,-30.95,-0.21,-7.15
2017-04-24,1.72,1.72,1.72,216.13,0.54,25.46
2017-04-25,4.72,4.72,4.72,232.23,0.08,14.46
2017-04-26,-3.35,-3.35,-3.35,-21.03,-0.99,-1.16
2017-04-27,1.41,1.41,1.41,6.24,-0.87,1.32
2017-04-28,1.96,1.96,1.96,-40.82,0.2,-4.57
